,_fivetran_id,day,follower_gains_organic_follower_gain,follower_gains_paid_follower_gain,organization_entity,_fivetran_synced
359,3xczaMIbpiH53qc7pVaXkxwpXAI=,2021-10-31 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:27.114000+00:00
360,hdCmPync5cONFjJgQkqYbEUSUGg=,2022-07-20 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:29.131000+00:00
361,HgLYD/wOsJovTG9ir8Xg3FCn78I=,2021-08-20 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:26.759000+00:00
362,KWvDbzDsMll8099m8N/KPdtbCc0=,2022-03-10 00:00:00+00:00,0,0,urn:li:organization:11841037,2022-08-08 10:42:21.122000+00:00
363,PdoOjTpN5zqtp+noJs3rBW4e5YA=,2022-01-27 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.084000+00:00
364,1Fea6b3vdrqgXvFYiCq0ddj+zHk=,2022-05-21 00:00:00+00:00,1,0,urn:li:organization:78306774,2022-08-08 10:42:28.780000+00:00
365,kfcUzh+fS2+gp2XdhIXYCtVP96c=,2022-07-09 00:00:00+00:00,0,0,urn:li:organization:11841037,2022-08-08 10:42:22.081000+00:00
366,nojhGaLRAOEI4k7EYpDBQYQ6hkU=,2022-03-13 00:00:00+00:00,1,0,urn:li:organization:78306774,2022-08-08 10:42:28.415000+00:00
367,qcD28Y+j+0nXXPVAX80B2gMhTmo=,2022-08-01 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:40.563000+00:00
368,jhjcruey+Nj/tnw231yqdk9O6Jo=,2022-06-04 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:40.373000+00:00
369,t46WqUkMMujrdRpH5AEB7zgIMr8=,2021-11-01 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:38.899000+00:00
370,LaxNWLxjxlDTuSkxtjofj/24oVU=,2021-08-13 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:06.843000+00:00
371,521Gqz8FlUmvNT2kwPT88Q1lb8w=,2022-04-09 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:08.588000+00:00
372,nnSaq1MW/OlH8davgfZfgTn8GLA=,2022-04-26 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.986000+00:00
373,O8VyG2XV0bw9HS1JK2BpKwkyjFo=,2021-09-21 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:07.049000+00:00
374,omZm2Uxgs+f6vH5sE5lSm95YM/8=,2021-09-14 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:07.035000+00:00
375,djYQS1D4UhA40pa1pCTeRscrr5Y=,2022-04-09 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.979000+00:00
376,+su7deuwH5xgp7fb13kZN22iuGo=,2022-03-05 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.653000+00:00
377,BBHNkychog/NmUI5IFw1qyQ2vTI=,2022-06-12 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.953000+00:00
378,0ymorIgEXyQHgi/Q5ATQTLfQYJo=,2021-12-26 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.239000+00:00
379,IS76jsADKVqJVmuEPiYjJc3ctFs=,2021-08-28 00:00:00+00:00,1,0,urn:li:organization:11841037,2022-08-08 10:42:19.718000+00:00
380,EYg/tpSGRDHRYRkqaS6C7mI5syM=,2022-05-25 00:00:00+00:00,0,0,urn:li:organization:11841037,2022-08-08 10:42:21.728000+00:00
381,Thof8JjTrGdD9dC7egEpkAeu/qM=,2021-12-20 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:27.691000+00:00
382,TPn992p/I8C5l0ReybBQo6e6Uoc=,2021-12-25 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.238000+00:00
383,WqFARuyGGFo/M1aK4J+kS/OoII0=,2022-01-10 00:00:00+00:00,1,0,urn:li:organization:78306774,2022-08-08 10:42:28.077000+00:00
384,YOaY6zJubcFUsaG6BlXbZ/17hj8=,2022-03-03 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.652000+00:00
385,u5qeu6OrpjASURQOqsQrKe2s1Vo=,2021-09-21 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:38.702000+00:00
386,9Te8Se6igHKBlGlbOQ4oJKUjAhk=,2022-07-17 00:00:00+00:00,2,0,urn:li:organization:11841037,2022-08-08 10:42:22.085000+00:00
387,A+g/kFISLKNjrTDEmGhmyxaBRPc=,2022-06-28 00:00:00+00:00,0,0,urn:li:organization:11841037,2022-08-08 10:42:21.909000+00:00
388,a20ElvhAslWlCKldmEaAWpvyIEI=,2022-07-31 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:09.601000+00:00
389,1UFzLzyXtTPHRK51Ebh5ZMYvzSE=,2022-02-01 00:00:00+00:00,1,0,urn:li:organization:11841037,2022-08-08 10:42:20.584000+00:00
390,y+4/eOfJOgm/KSpPjz9LXP87t24=,2021-11-17 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:27.264000+00:00
391,uBjWdoIBorgW388t+fzRPF7kJkI=,2022-04-18 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:08.597000+00:00
392,vyDqEeRqT2wNkMr/yS4csw8mgSI=,2021-09-12 00:00:00+00:00,0,0,urn:li:organization:11841037,2022-08-08 10:42:19.880000+00:00
393,bLs548l61rdiGanExC6Y2HWE1i4=,2022-01-16 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:08.044000+00:00
394,pXD6jIokvHKTmVD7UUeI1NSCwY4=,2022-02-17 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.249000+00:00
395,xsk++dSd0IrdoujawDiqF4Nj6fc=,2022-06-13 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:40.377000+00:00
396,4HfkzKlpl4MHrZi0mXY3YMeg8R4=,2022-02-15 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.248000+00:00
397,ftR3EoTNqu8WgLeMESSa1CDUX8g=,2022-06-11 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:40.376000+00:00
398,SLVAihrk5SjnjsnXP/feophOfX0=,2022-02-12 00:00:00+00:00,1,0,urn:li:organization:69569872,2022-08-08 10:42:08.223000+00:00
399,A7gVqEy4xt6h+fhE1k9ljWOBYKI=,2021-11-18 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.072000+00:00
400,BuX8JIYACKrmW2GJuvcWateGvaU=,2022-03-17 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.417000+00:00
401,9ZcdRpONpudT/l0+2bi25YcVZoU=,2022-07-06 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:09.583000+00:00
402,qGn8ACrOSfQ9VTSTZgHsIlyReNo=,2022-07-14 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:09.589000+00:00
403,BCKI7hlRQ7Gv+9Sfy671OR7EN7M=,2021-09-03 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:38.541000+00:00
404,e5pOccMfmQYd7dzv9I8pI9N71Vs=,2022-04-13 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.981000+00:00
405,amNj4P4DQBExgfV8kHR+OQlzaOY=,2021-09-29 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:38.705000+00:00
406,vK5J7znlbvepMN8FTiOHPiEvYsU=,2022-01-22 00:00:00+00:00,1,0,urn:li:organization:11841037,2022-08-08 10:42:20.578000+00:00
407,Li1UnLBl/S5LwYApey+YpB5yN0Q=,2022-04-09 00:00:00+00:00,1,0,urn:li:organization:11841037,2022-08-08 10:42:21.297000+00:00
408,HuT3xP1hT5lBvCtuC8Mq4s0wguE=,2021-12-11 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:27.687000+00:00
409,62/APWdTmQMovsP2vKmQhz/v2OY=,2022-01-29 00:00:00+00:00,2,0,urn:li:organization:11841037,2022-08-08 10:42:20.582000+00:00
410,i+F/ENHvOiE9YAmHfSc7TpeT8vc=,2022-04-13 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.586000+00:00
411,FMu53wegO2K9k8yi16w6Dd5GJN4=,2022-01-11 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.391000+00:00
412,ncNDMjX/P5daSiNUL/yRtj5iLVw=,2022-04-01 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.823000+00:00
413,9E1QXiB1DGxfL2IU3bTfeRuo5BI=,2021-11-13 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:27.262000+00:00
414,HQcRD9ciApk3EVDmirC7i3fgToI=,2022-02-16 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.248000+00:00
415,xu//vRF1GqRznUI08PSfYNeuvp0=,2022-04-28 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.592000+00:00
416,5wSIviZs0Nqd4sgUHb+Y/FYdnXo=,2022-01-09 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.391000+00:00
417,gczA/w4LEYwRbTPSLhrrdjiL35M=,2022-05-22 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.781000+00:00
418,XNHICem21KZJbcldlFmN+2qiA/c=,2021-11-23 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.076000+00:00
419,atPKxokWmNpySCNR++bbBZss+S8=,2022-04-25 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.986000+00:00
420,kYE81lacwjDp01Sv+kn00y4w6j8=,2021-08-25 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:26.761000+00:00
421,AKwjCAP4/FYhvu9pYdeOUU9Z0lg=,2022-06-20 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:40.380000+00:00
422,CvuPKaMbnNR9dcs83GaDqJvWhhU=,2022-02-06 00:00:00+00:00,0,0,urn:li:organization:11841037,2022-08-08 10:42:20.736000+00:00
423,K+7LxbdmrA/A+DEqUfKRFTSFANI=,2022-05-13 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:40.212000+00:00
424,J9qmuVoLMcK3OHSfPZ4Rjv1dkFs=,2021-12-19 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:07.635000+00:00
425,7Kt94i83JryxwX0vUMUPW9rl8CU=,2022-03-18 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.815000+00:00
426,8BoLeKmr5vzc3HNrI77W8XHmPRg=,2021-08-31 00:00:00+00:00,3,0,urn:li:organization:11841037,2022-08-08 10:42:19.720000+00:00
427,t0sAId1UK5HRdt0MfreDLdvVFYc=,2021-11-28 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:07.458000+00:00
428,l6EYjmrkfgkU4iEyiZ4f3W7tvgc=,2022-08-04 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:09.849000+00:00
429,tLQGX9q7PGw7bXqGD0CkiUQ1dnQ=,2021-12-25 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:07.643000+00:00
430,zPARsoByXGaScNg2u7t1ZTn4oKI=,2021-09-18 00:00:00+00:00,0,0,urn:li:organization:11841037,2022-08-08 10:42:19.884000+00:00
431,kngC1VoC6Vbz8OZc+yxytrXVwbM=,2022-05-17 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:09.011000+00:00
432,6oHoYmKOTZEINXM4rQ+BID1vRFA=,2022-06-11 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.952000+00:00
433,QODnMX+TijnMMJ8kLLEIJ6JkIR4=,2021-09-07 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:07.023000+00:00
434,zx47veYSh/mQJuDWUY9wfhAzcCQ=,2021-10-21 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:27.109000+00:00
435,lqRfJX7xpiBy4ZxfakcN6xCtmnw=,2022-07-13 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:09.588000+00:00
436,qMHTsnO1dbZl5Agh1mYh8G0ijwk=,2022-05-04 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.990000+00:00
437,WJHxGoicqPm7/Ki2oVNu8pMGAuA=,2022-01-16 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.080000+00:00
438,x2FPKkW3xTvrkmZFdv14LIzkf3Y=,2022-06-10 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:40.376000+00:00
439,gJE2/SYLia1Smhp16bio1lKHOsY=,2022-02-25 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.252000+00:00
440,2j9dIVVccg0pyZn2vijRzcZJ1Wc=,2021-11-14 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:27.263000+00:00
441,Vg/LaCadqlgVGkpr+6FZmG9CAhs=,2022-01-05 00:00:00+00:00,1,0,urn:li:organization:11841037,2022-08-08 10:42:20.568000+00:00
442,S/NpqXuRCRtFDZb2d5nYZ0Cnj8s=,2022-01-12 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.392000+00:00
443,6ig84rkawe6CuRrRVE4cyxCkuDg=,2022-06-06 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:40.374000+00:00
444,c24liBDT6lOmqXXDmbT0A3j0vro=,2021-10-23 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:07.257000+00:00
445,78chkoUGRlkGIedy82cGx+9ZAks=,2021-09-08 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:07.024000+00:00
446,i2Ci5V9h6BHbtb4S+6UbnAJHkeM=,2021-09-25 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:07.054000+00:00
447,CbFA6lO95U4cXOr/lXGZNIdw/Qs=,2022-06-30 00:00:00+00:00,1,0,urn:li:organization:69569872,2022-08-08 10:42:09.201000+00:00
448,FTr3Vb02hy/Zzdr9bNnaohZX5pg=,2022-07-01 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.965000+00:00
449,2GG8tA2VyrLLC6Ek6Wm9xd3a/s4=,2022-06-24 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:40.382000+00:00
450,S80PJGrhz0pHxIYPFhwcJ9Vi80U=,2021-12-07 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:07.619000+00:00
451,n33ianMZLsk+A/taAswL3/I4njU=,2022-01-25 00:00:00+00:00,2,0,urn:li:organization:78306774,2022-08-08 10:42:28.084000+00:00
452,G/zmhg18PpZaC6L+SnwolTFXF3I=,2021-11-04 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:07.273000+00:00
453,fHdG0pM8EUSPDyEgzal2IyZvqEA=,2022-01-08 00:00:00+00:00,2,0,urn:li:organization:78306774,2022-08-08 10:42:28.076000+00:00
454,3CVNt2TZ5JJOLWldAoQkkrzs8Ok=,2022-02-14 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.247000+00:00
455,iiz+jAVStJh2qrmSM1p9FGhJNSY=,2021-11-21 00:00:00+00:00,0,0,urn:li:organization:11841037,2022-08-08 10:42:20.225000+00:00
456,PN1c+XbO3cNkUPomV0oEVwR7bRk=,2021-09-10 00:00:00+00:00,1,0,urn:li:organization:11841037,2022-08-08 10:42:19.879000+00:00
457,74XayqwCOhSxdvTukcU2Q95Yq5I=,2022-02-23 00:00:00+00:00,1,0,urn:li:organization:69569872,2022-08-08 10:42:08.232000+00:00
458,GgshHLI5TqTqrAt1W0r0xfWJv7U=,2022-01-11 00:00:00+00:00,1,0,urn:li:organization:78306774,2022-08-08 10:42:28.078000+00:00
459,Ij1O1lwZQS7PQGUeRzi+LywjNDw=,2022-06-06 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.948000+00:00
460,v/A7A36xyZuF2lznK6suGcTwuGQ=,2022-05-31 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:09.024000+00:00
461,Q6aZjyiC2zz+EKWMun9cP5Vbnyg=,2021-11-22 00:00:00+00:00,0,0,urn:li:organization:11841037,2022-08-08 10:42:20.226000+00:00
462,wvytfETa4d20wDRxU2m0V9QydYc=,2021-10-12 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:38.889000+00:00
463,4LAhrGMBxI7kOFmJEJtomFs5mCc=,2022-06-16 00:00:00+00:00,0,0,urn:li:organization:11841037,2022-08-08 10:42:21.901000+00:00
464,g0Iw2StJQiP8d6ozEiEnFUsgJO8=,2022-06-29 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:09.200000+00:00
465,INLYEY+bGbqUxqhXDCM1mKwdlFo=,2021-10-24 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:07.258000+00:00
466,kLQGa1/UT4DrLqw3966IAhfwdRc=,2022-05-24 00:00:00+00:00,3,0,urn:li:organization:11841037,2022-08-08 10:42:21.727000+00:00
467,aX6qId5NMsGO0mGOZCaGlyWUdgM=,2021-11-04 00:00:00+00:00,0,0,urn:li:organization:11841037,2022-08-08 10:42:20.063000+00:00
468,MB1maa623Ux2oLU5UiGKZkF5dp4=,2022-06-15 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.955000+00:00
469,OjWSsMwF9VjTXHO4XguT64nQSW4=,2021-09-01 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:06.862000+00:00
470,ZOrWifueTkaHnhkGB+yP0dwAq1c=,2022-07-14 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:40.558000+00:00
471,NgItvyGeXMgs946IcSAWhR6wczE=,2021-11-20 00:00:00+00:00,1,0,urn:li:organization:11841037,2022-08-08 10:42:20.225000+00:00
472,z3qcEA2bxy/h2LrAK9iBtSG0MzU=,2022-05-06 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.774000+00:00
473,CDLQLxc4OUOIsmY99Yf+wF1k3oo=,2021-11-08 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:07.433000+00:00
474,Sn8OQrhEx4XHa2nk4KGoBEo19wA=,2021-10-16 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:38.891000+00:00
475,aBtRjA/7XtPhVCIAjcGikQsL/yY=,2022-04-22 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.984000+00:00
476,KnL0L+NMzFVQB/1UKnrbK7f5V80=,2022-03-03 00:00:00+00:00,0,0,urn:li:organization:11841037,2022-08-08 10:42:20.753000+00:00
477,GG1rZFbGhkIhi3je3uE68pLm7nM=,2022-07-28 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:40.562000+00:00
478,O3o9cbNyaELQjJo79HBLAv4BKxg=,2022-05-17 00:00:00+00:00,1,0,urn:li:organization:11841037,2022-08-08 10:42:21.724000+00:00
479,No3FB7a5HjQF7t4+zB57lBhf34Y=,2022-05-19 00:00:00+00:00,1,0,urn:li:organization:11841037,2022-08-08 10:42:21.725000+00:00
480,VcKWqX3c45nKZqh9J2H1jjxg6gQ=,2022-03-18 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.418000+00:00
481,GmvaugMo/BOR65gRI+HSck/GQkE=,2021-10-28 00:00:00+00:00,6,0,urn:li:organization:11841037,2022-08-08 10:42:20.059000+00:00
482,qNyyARg3Jmi6Ws5wdtTOFw5E/hg=,2022-02-22 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:08.231000+00:00
483,KV9989nTV+9BkN+B0jBhkkqjvDs=,2021-08-23 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:26.761000+00:00
484,ecnWdKQdC3CxYKm+FWoMLjXPnXE=,2022-04-05 00:00:00+00:00,1,0,urn:li:organization:11841037,2022-08-08 10:42:21.295000+00:00
485,dpf4JZhzZTT4rfSAsG4APQmud38=,2022-03-08 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.413000+00:00
486,BHsnuzjmTgBeFbmD9Z8upme2vfk=,2022-08-06 00:00:00+00:00,1,0,urn:li:organization:11841037,2022-08-08 10:42:22.251000+00:00
487,KuuCOWCkZTSvOdK0fzuJWkVk0zQ=,2022-04-24 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.985000+00:00
488,D9Z2fbYTsfbB6w0w9J86a8lLHfQ=,2021-08-14 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:26.757000+00:00
489,Bo7/nJdUF8DLCOxSFdN1MMAgneM=,2022-07-16 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:29.128000+00:00
490,N1XfuSeQ6NC3piE8rzogf5XDkm8=,2021-12-22 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:07.639000+00:00
491,1hUMik944Vb9M8W/6s9SPNNfwAc=,2022-07-17 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:09.591000+00:00
492,3P1zp+Bpne37t3oPc/qyOwYmFY4=,2022-02-11 00:00:00+00:00,2,0,urn:li:organization:11841037,2022-08-08 10:42:20.740000+00:00
493,0DAvV7kEceBgzT0OFSLgVhjB5v8=,2022-03-16 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.814000+00:00
494,l1RRrjGmCam79Z7HmpdaCTjFt4Q=,2022-03-17 00:00:00+00:00,2,0,urn:li:organization:11841037,2022-08-08 10:42:21.128000+00:00
495,uChDianDihQDtUYG7VYIlj7DewA=,2021-11-16 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.071000+00:00
496,/36qGjJjIwIrCZJs2L8QZeRr+2U=,2021-11-21 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:07.450000+00:00
497,vCe4piRlotTYaR6oEYekW8YZEvk=,2022-01-06 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:08.035000+00:00
498,Uhvta/Dnk5aFWeWySJge8DrEAdI=,2022-01-22 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.396000+00:00
499,dHc4XEqUwRyNxG5xAgC1aE3iy6A=,2022-02-05 00:00:00+00:00,1,0,urn:li:organization:11841037,2022-08-08 10:42:20.736000+00:00
500,WsQPuxO+lJgTelcWG/zWwCV4nRM=,2022-05-13 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:09.008000+00:00
501,JSxWnEMAl718VLDwkG3Ef1/dGyk=,2022-06-17 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:09.193000+00:00
502,BwnhBeewK6CpeZaIoc4HZ73ehbY=,2022-07-19 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:40.559000+00:00
503,FbLvbH/cYruP5AZtb5TmOl2NtU8=,2021-11-24 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.077000+00:00
504,+owUvbXIX6aoxP4zhSuBccXSupk=,2021-12-22 00:00:00+00:00,0,0,urn:li:organization:11841037,2022-08-08 10:42:20.405000+00:00
505,xNECLxGmESrqmx0u8xi/qkee6Xw=,2021-09-26 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:38.704000+00:00
506,gS1ErDyoquAfLhFOtKFVk388LV4=,2022-06-13 00:00:00+00:00,4,0,urn:li:organization:11841037,2022-08-08 10:42:21.899000+00:00
507,IFfYgj3NnV5WvESeuuqpoqwZY08=,2022-02-26 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.253000+00:00
508,/bTndyWDmeEwZIWwnbpuYOevmfY=,2022-02-08 00:00:00+00:00,3,0,urn:li:organization:69569872,2022-08-08 10:42:08.220000+00:00
509,CjgvbmIDdeBamYjPbr+li4iIRGk=,2022-04-17 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:08.596000+00:00
510,zZvjNNhfbj0EhnH+6aLrAiZCDPs=,2021-11-30 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.081000+00:00
511,ZLdfF2zFF8JF3TxNk+Y2Z9FgRCE=,2022-05-02 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.989000+00:00
512,RNcS5K7YbVws3CyNKYKTFnr5WNQ=,2021-12-02 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.083000+00:00
513,q299nXjf8YrcR1Npp9P3k5/aZdM=,2022-02-04 00:00:00+00:00,2,0,urn:li:organization:69569872,2022-08-08 10:42:08.216000+00:00
514,lfgStjmVf/tyeGWIQInfyYds3h8=,2021-10-12 00:00:00+00:00,-1,0,urn:li:organization:11841037,2022-08-08 10:42:20.047000+00:00
515,Zi+ksJY3P8N+6Zj+ukdLmRbVjaE=,2022-08-06 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:09.850000+00:00
516,eo3cMKCIYM0dYD9o0jfDQl3WNXY=,2022-05-16 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.779000+00:00
517,q5Oa51qQbV6rptcBB7WOOO6PPrE=,2021-10-03 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:26.934000+00:00
518,je3m5QoJFw49eedUk5ZRZ1A6BaY=,2022-05-11 00:00:00+00:00,1,0,urn:li:organization:78306774,2022-08-08 10:42:28.777000+00:00
519,RMoPU97qdbgAKE6B5+yF/Lny/ic=,2022-01-08 00:00:00+00:00,0,0,urn:li:organization:11841037,2022-08-08 10:42:20.570000+00:00
520,dLJKc+T8nTgsBLh69n3gC1Dmrys=,2022-01-18 00:00:00+00:00,0,0,urn:li:organizationBrand:69569872,2022-08-08 10:42:39.394000+00:00
521,QW1EjRZim++y39LbPEQ133ZKGcs=,2021-08-08 00:00:00+00:00,0,0,urn:li:organization:11841037,2022-08-08 10:42:19.703000+00:00
522,pGpA0r/8x3ZyceS5YIdQ8OESYIs=,2021-10-09 00:00:00+00:00,0,0,urn:li:organization:11841037,2022-08-08 10:42:20.045000+00:00
523,tRuoh+RTxhsCE4QMbBDl55zeF/g=,2022-06-17 00:00:00+00:00,0,0,urn:li:organization:78306774,2022-08-08 10:42:28.956000+00:00
524,eSevKKchwn9u4YO7xLM69mU4Ph4=,2022-06-16 00:00:00+00:00,0,0,urn:li:organization:69569872,2022-08-08 10:42:09.192000+00:00
