,_fivetran_id,day,engagement,unique_impressions_count,share_count,share_mentions_count,click_count,like_count,impression_count,comment_count,comment_mentions_count,organization_entity,_fivetran_synced
478,ljHvgj7Ic1fAika3KRBuiY8aZqE=,2021-08-27 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:10.054000+00:00
479,Mvcv1kGVRGippGhuzEM+UA45xiQ=,2021-11-30 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:30.170000+00:00
480,MbCwTGyKFQbhk8QCcUu8x8Q2rv8=,2022-06-25 00:00:00+00:00,0.029411764705882353,22,0,,1,0,34,0,,urn:li:organization:11841037,2022-08-08 10:42:25.532000+00:00
481,cADWKtEDJj6cQjobLLpWC1y1y3I=,2022-04-25 00:00:00+00:00,0.0,1,0,,0,0,2,0,,urn:li:organization:78306774,2022-08-08 10:42:31.436000+00:00
482,vnxY9WVYnNSPzs7X1w/ty6HPP7Y=,2022-04-19 00:00:00+00:00,0.0,8,0,,0,0,12,0,,urn:li:organization:78306774,2022-08-08 10:42:31.434000+00:00
483,HFIQ8Bp8rzA088JGLaPueAvDjPA=,2021-09-18 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:10.266000+00:00
484,8fBtQuBt5kQGsqSPaA8HjbZsNNo=,2022-01-06 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:30.613000+00:00
485,RZCwy2eiUAWq7kSAWqY6+a+3Rs0=,2022-01-30 00:00:00+00:00,0.0821917808219178,38,0,,4,2,73,0,,urn:li:organization:78306774,2022-08-08 10:42:30.624000+00:00
486,NxGHLbDdwJog3MjMvZ7ufRULCxY=,2021-09-09 00:00:00+00:00,0.21739130434782608,20,5,,2,3,46,0,,urn:li:organization:11841037,2022-08-08 10:42:22.955000+00:00
487,zaR8HdQN7N9DdRwobWE0gXKUhjg=,2021-10-14 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:10.487000+00:00
488,TVWcVypxCw0573L5rv03IKlwmfc=,2021-10-02 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:29.761000+00:00
489,JSaqv9u5qCX7rDtHrz60DieyF6Q=,2021-08-19 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:41.151000+00:00
490,MxsjKrGYu4ltbobYfBYpx5Q05ao=,2021-11-20 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:16.533000+00:00
491,zK2EPvAi+qv2VtISPXPXV/ysy/0=,2021-12-28 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:10.954000+00:00
492,gkYXGwYI1K+0BE63+iHH1eY4bVc=,2022-06-27 00:00:00+00:00,0.04878048780487805,94,4,,1,0,123,1,,urn:li:organization:11841037,2022-08-08 10:42:25.533000+00:00
493,8mqpeRzvM0HsJ5oUb8QpXmATAJ0=,2021-09-14 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:35.410000+00:00
494,LMlbyuSBQQlerkeN9PAHmitZDSo=,2021-11-01 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:35.601000+00:00
495,sLZYldA2ZvlcssRLzgksWYYH+H8=,2021-12-11 00:00:00+00:00,0.0,5,0,,0,0,11,0,,urn:li:organization:11841037,2022-08-08 10:42:23.790000+00:00
496,bpZtA+ztXkDgtMBaluCgT8w36V4=,2022-06-14 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:12.289000+00:00
497,QgH2PyagjeCFQLgLb6cCTK8pBZA=,2021-11-12 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:30.161000+00:00
498,AeAKYca5HEJl389uo2Q5CgRiTt8=,2022-03-05 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:11.394000+00:00
499,evMLse6iuboz1PLwGqmuf0A+OEM=,2021-10-28 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:29.960000+00:00
500,S/0zMIxnC8S2954r/GSYhT+2IRU=,2021-11-03 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:35.602000+00:00
501,B7Fssh+o+OQ5LJEVXtGcIPfFv9g=,2022-04-01 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:17.405000+00:00
502,oXB8huEFX+rLfLNC0pzNIhAP2p4=,2022-05-31 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:31.649000+00:00
503,T3jV1OQZUtluj/KLmWC+vK5bapE=,2021-09-25 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:16.134000+00:00
504,4U2qxgO8+hzW8y2csyBlLItPYQ0=,2021-11-08 00:00:00+00:00,0.0,13,-1,,1,0,39,0,,urn:li:organization:11841037,2022-08-08 10:42:23.501000+00:00
505,H0KhAGR+pQHs2yiZMKVD8zrX0FI=,2022-04-07 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:36.882000+00:00
506,1C913m8jv3s6P5s0qVsB1cg0aOo=,2021-12-03 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:41.772000+00:00
507,zi9lVv+mdWihzaURaAw2oUiWPsw=,2022-02-02 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:36.283000+00:00
508,QLnZsGhZQCK5uJ1kfqWCAF4IXlg=,2022-02-27 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:30.950000+00:00
509,Z4xebrjanFVwMCGE/D40Ujvklxk=,2021-09-11 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:16.125000+00:00
510,Ohv+YxWfLAG4PBoI3iRJneSAiQA=,2022-04-02 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:42.817000+00:00
511,/cXFe3oSUf72EgGCzOZAqNsb2qY=,2022-07-27 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:43.628000+00:00
512,+3kzlfi+dzq/Q4mZPnuTdDy7rp4=,2022-02-14 00:00:00+00:00,0.03932584269662921,91,5,,5,3,356,1,,urn:li:organization:11841037,2022-08-08 10:42:24.338000+00:00
513,MG8+7OpIptK+1sl5jGN8gCi3iJE=,2022-05-25 00:00:00+00:00,0.0,6,0,,0,0,17,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:43.236000+00:00
514,YYuKNwTT6ApBZxE3tr7m54qwFWM=,2022-04-04 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:42.818000+00:00
515,U7PeuYD6GlLjoYXbRyxQVGL6CQo=,2021-08-22 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:41.153000+00:00
516,t/Q1s1KL31HiouPxfYR/fJH3b3o=,2022-05-28 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:31.648000+00:00
517,pjpRuKAD13ZP41izRv2+EqcA/00=,2021-10-03 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:16.139000+00:00
518,pw/e0eqaNpnh/Gosb9uoHmVifVM=,2021-11-16 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:10.713000+00:00
519,ScIQARa4/yaaA1dZMqoj5zCXCnA=,2022-04-27 00:00:00+00:00,0.0,1,0,,0,0,1,0,,urn:li:organization:69569872,2022-08-08 10:42:11.834000+00:00
520,wihtzH8+wLWvNnjQLzLeT1QuTX8=,2022-07-19 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:32.271000+00:00
521,DLX1lT1BpVOrUF3sqPs7k5Asxlo=,2022-04-02 00:00:00+00:00,0.0,3,0,,0,0,3,0,,urn:li:organization:78306774,2022-08-08 10:42:31.212000+00:00
522,JoweQAgDHxkkNprPq+cgWcBMHks=,2021-12-03 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:35.855000+00:00
523,8y9QUyrqOjcWNemGcYTGDXlj7iM=,2021-12-25 00:00:00+00:00,-0.02857142857142857,20,-2,,0,1,35,0,,urn:li:organization:11841037,2022-08-08 10:42:23.798000+00:00
524,8MPXq3SSLDEYYH4f422+Bj+Crek=,2022-04-02 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:36.683000+00:00
525,pM670YD7Sb6LxHxxGMdlmDcRdrs=,2021-08-14 00:00:00+00:00,0.0,15,0,,0,0,23,0,,urn:li:organization:11841037,2022-08-08 10:42:22.703000+00:00
526,LJGwEHLqpv0f9PWCWBbcMizOhmU=,2021-09-23 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:29.758000+00:00
527,kJvVxvbb7Eb9QVifNHSiK4EAepE=,2021-09-22 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:41.370000+00:00
528,pfbpg+TrPjHu9IAL+qhca2yRDaA=,2022-01-01 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:10.958000+00:00
529,RDFoAXBYnC/jZSt+OenXbgrcBac=,2021-12-31 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:30.402000+00:00
530,6QlFE0NvfeQieKHOA9h7MYt//zs=,2022-02-10 00:00:00+00:00,0.0,3,0,,0,0,11,0,,urn:li:organization:78306774,2022-08-08 10:42:30.939000+00:00
531,SECSh9R+13af0XN0BefHROgXRCw=,2022-03-14 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:31.199000+00:00
532,K9VdRtWY/1CQoB8AQQXVaIqYU5c=,2021-09-12 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:29.754000+00:00
533,Lf04E6QKIKMtg2UHERkoeWLANmQ=,2022-02-03 00:00:00+00:00,0.023809523809523808,25,0,,1,0,42,0,,urn:li:organization:11841037,2022-08-08 10:42:24.043000+00:00
534,33/dTOhpVBSvz1xyVnJdFNTBgSk=,2022-02-09 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:36.470000+00:00
535,eDYWA1nMEGAEf60RhKaV5ICTGbc=,2022-03-21 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:36.675000+00:00
536,QG5TLMnGpO9ttudb+yRStv7uLWU=,2022-01-09 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:16.950000+00:00
537,3xczaMIbpiH53qc7pVaXkxwpXAI=,2021-10-31 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:29.961000+00:00
538,hdCmPync5cONFjJgQkqYbEUSUGg=,2022-07-20 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:32.271000+00:00
539,HgLYD/wOsJovTG9ir8Xg3FCn78I=,2021-08-20 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:29.543000+00:00
540,KWvDbzDsMll8099m8N/KPdtbCc0=,2022-03-10 00:00:00+00:00,0.0,7,0,,0,0,13,0,,urn:li:organization:11841037,2022-08-08 10:42:24.549000+00:00
541,csRUZieNPXCK1lj5E0w/QzrlaQc=,2021-09-01 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:35.209000+00:00
542,PdoOjTpN5zqtp+noJs3rBW4e5YA=,2022-01-27 00:00:00+00:00,0.0,2,0,,0,0,6,0,,urn:li:organization:78306774,2022-08-08 10:42:30.622000+00:00
543,pqabDVbwqZ9F9UHQ8W6fvSTRvgQ=,2021-11-23 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:35.849000+00:00
544,1Fea6b3vdrqgXvFYiCq0ddj+zHk=,2022-05-21 00:00:00+00:00,0.2857142857142857,1,0,,2,0,7,0,,urn:li:organization:78306774,2022-08-08 10:42:31.645000+00:00
545,kfcUzh+fS2+gp2XdhIXYCtVP96c=,2022-07-09 00:00:00+00:00,0.10526315789473684,6,0,,1,1,19,0,,urn:li:organization:11841037,2022-08-08 10:42:25.751000+00:00
546,nojhGaLRAOEI4k7EYpDBQYQ6hkU=,2022-03-13 00:00:00+00:00,0.0,1,0,,0,0,4,0,,urn:li:organization:78306774,2022-08-08 10:42:31.199000+00:00
547,qcD28Y+j+0nXXPVAX80B2gMhTmo=,2022-08-01 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:43.630000+00:00
548,jhjcruey+Nj/tnw231yqdk9O6Jo=,2022-06-04 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:43.425000+00:00
549,t46WqUkMMujrdRpH5AEB7zgIMr8=,2021-11-01 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:41.579000+00:00
550,Aa07Su7TBIR/qfFZ8K2edxXrG48=,2022-04-21 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:17.620000+00:00
551,LaxNWLxjxlDTuSkxtjofj/24oVU=,2021-08-13 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:10.042000+00:00
552,kuF+p/t1ALpp40x+SwlIdYs7ZHc=,2022-04-18 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:17.618000+00:00
553,521Gqz8FlUmvNT2kwPT88Q1lb8w=,2022-04-09 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:11.822000+00:00
554,O//0/oiVbG+NcIXfI7eRlFHNJ3c=,2022-06-25 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:37.290000+00:00
555,apQuE3+GlY7U6jywFGklteuTxPo=,2022-02-18 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:36.473000+00:00
556,nnSaq1MW/OlH8davgfZfgTn8GLA=,2022-04-26 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:43.040000+00:00
557,O8VyG2XV0bw9HS1JK2BpKwkyjFo=,2021-09-21 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:10.269000+00:00
558,ZsqVeVpw4HJ8JiNWQsykSWS1eNc=,2022-03-29 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:36.680000+00:00
559,omZm2Uxgs+f6vH5sE5lSm95YM/8=,2021-09-14 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:10.263000+00:00
560,djYQS1D4UhA40pa1pCTeRscrr5Y=,2022-04-09 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:43.034000+00:00
561,+su7deuwH5xgp7fb13kZN22iuGo=,2022-03-05 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:42.615000+00:00
562,EU4375lRJiTmlvW7iHcDooWZfkc=,2021-10-04 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:35.418000+00:00
563,BBHNkychog/NmUI5IFw1qyQ2vTI=,2022-06-12 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:32.060000+00:00
564,0ymorIgEXyQHgi/Q5ATQTLfQYJo=,2021-12-26 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:41.971000+00:00
565,nDgBJDvBIbMKV9SLOgVsZmoKoxA=,2022-07-06 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:37.518000+00:00
566,IS76jsADKVqJVmuEPiYjJc3ctFs=,2021-08-28 00:00:00+00:00,0.06201550387596899,42,1,,5,2,129,0,,urn:li:organization:11841037,2022-08-08 10:42:22.711000+00:00
567,N5y34oqIa7TXNHfl7GYmKPWx5nw=,2022-06-08 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:18.022000+00:00
568,TDa55XnM7r7GdpziTHrgc+/P8yE=,2021-09-24 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:35.414000+00:00
569,EYg/tpSGRDHRYRkqaS6C7mI5syM=,2022-05-25 00:00:00+00:00,0.06666666666666667,75,-1,,12,1,180,0,,urn:li:organization:11841037,2022-08-08 10:42:25.300000+00:00
570,FcqbM6LysjBVSjT/wx8X3wZbkNo=,2021-10-21 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:16.340000+00:00
571,Thof8JjTrGdD9dC7egEpkAeu/qM=,2021-12-20 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:30.398000+00:00
572,TPn992p/I8C5l0ReybBQo6e6Uoc=,2021-12-25 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:41.971000+00:00
573,WqFARuyGGFo/M1aK4J+kS/OoII0=,2022-01-10 00:00:00+00:00,0.0,1,0,,0,0,2,0,,urn:li:organization:78306774,2022-08-08 10:42:30.615000+00:00
574,YOaY6zJubcFUsaG6BlXbZ/17hj8=,2022-03-03 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:42.614000+00:00
575,9EBMnxhZT1qiRvqpMyUsTK+dafQ=,2021-08-31 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:15.918000+00:00
576,u5qeu6OrpjASURQOqsQrKe2s1Vo=,2021-09-21 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:41.369000+00:00
577,NrouEkobkyLGUoVJOUsyt8FHgG0=,2021-10-07 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:35.591000+00:00
578,9Te8Se6igHKBlGlbOQ4oJKUjAhk=,2022-07-17 00:00:00+00:00,0.04504504504504504,6,1,,4,0,111,0,,urn:li:organization:11841037,2022-08-08 10:42:25.758000+00:00
579,A+g/kFISLKNjrTDEmGhmyxaBRPc=,2022-06-28 00:00:00+00:00,0.09090909090909091,11,0,,1,0,11,0,,urn:li:organization:11841037,2022-08-08 10:42:25.534000+00:00
580,hBF4xuF1iUEiY3VxH1WJ7dwv03Q=,2021-08-16 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:15.904000+00:00
581,a20ElvhAslWlCKldmEaAWpvyIEI=,2022-07-31 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:12.536000+00:00
582,1UFzLzyXtTPHRK51Ebh5ZMYvzSE=,2022-02-01 00:00:00+00:00,0.015625,46,0,,1,0,64,0,,urn:li:organization:11841037,2022-08-08 10:42:24.042000+00:00
583,y+4/eOfJOgm/KSpPjz9LXP87t24=,2021-11-17 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:30.163000+00:00
584,pgqIwCUO1LfR5bUhlUHHxgkT9lk=,2022-01-18 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:16.955000+00:00
585,uBjWdoIBorgW388t+fzRPF7kJkI=,2022-04-18 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:11.827000+00:00
586,vyDqEeRqT2wNkMr/yS4csw8mgSI=,2021-09-12 00:00:00+00:00,0.037037037037037035,16,0,,2,0,54,0,,urn:li:organization:11841037,2022-08-08 10:42:22.958000+00:00
587,bLs548l61rdiGanExC6Y2HWE1i4=,2022-01-16 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:11.160000+00:00
588,pXD6jIokvHKTmVD7UUeI1NSCwY4=,2022-02-17 00:00:00+00:00,0.0,1,0,,0,0,1,0,,urn:li:organization:78306774,2022-08-08 10:42:30.943000+00:00
589,xsk++dSd0IrdoujawDiqF4Nj6fc=,2022-06-13 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:43.431000+00:00
590,4HfkzKlpl4MHrZi0mXY3YMeg8R4=,2022-02-15 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:30.942000+00:00
591,ftR3EoTNqu8WgLeMESSa1CDUX8g=,2022-06-11 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:43.429000+00:00
592,cLfMT6MYIl9/pszfQ2ussE/6uMs=,2021-10-31 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:35.600000+00:00
593,+xEVPESFRutt7vCgq1FQRjMTvD0=,2022-02-13 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:17.172000+00:00
594,SLVAihrk5SjnjsnXP/feophOfX0=,2022-02-12 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:11.381000+00:00
595,fXUHTc/XPoSXksnRMhROsxMztnE=,2021-10-05 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:16.140000+00:00
596,/GduHDcyjYqSwPxCB1A8tpJieQs=,2021-10-13 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:35.594000+00:00
597,A7gVqEy4xt6h+fhE1k9ljWOBYKI=,2021-11-18 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:41.768000+00:00
598,hlHEhJneaOaNkwrXjv0i3ZoXIq8=,2021-09-09 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:35.408000+00:00
599,2kRZK7ZeR7R8/mctHyNWOCUj+Lw=,2022-02-15 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:36.472000+00:00
600,BuX8JIYACKrmW2GJuvcWateGvaU=,2022-03-17 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:31.201000+00:00
601,9ZcdRpONpudT/l0+2bi25YcVZoU=,2022-07-06 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:12.513000+00:00
602,r6uiSVN8nnyuR6rNEeLkCIJMkzM=,2022-05-15 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:37.097000+00:00
603,EExlCnVV5VXme8xy1P3bjphFQJQ=,2021-10-09 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:35.592000+00:00
604,cB50/+DrDE3+eNgMOmWKSfFrCas=,2021-09-14 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:16.127000+00:00
605,1uAMxA0R2wLUBYG4pkM0t2qSYFU=,2021-11-28 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:35.852000+00:00
606,qGn8ACrOSfQ9VTSTZgHsIlyReNo=,2022-07-14 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:12.521000+00:00
607,BCKI7hlRQ7Gv+9Sfy671OR7EN7M=,2021-09-03 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:41.158000+00:00
608,2JMZ60+5PtmPxBTExfSoiPkllds=,2021-09-04 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:15.922000+00:00
609,e5pOccMfmQYd7dzv9I8pI9N71Vs=,2022-04-13 00:00:00+00:00,0.0,1,0,,0,0,1,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:43.036000+00:00
610,amNj4P4DQBExgfV8kHR+OQlzaOY=,2021-09-29 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:41.372000+00:00
611,vK5J7znlbvepMN8FTiOHPiEvYsU=,2022-01-22 00:00:00+00:00,0.0,11,0,,0,0,16,0,,urn:li:organization:11841037,2022-08-08 10:42:24.037000+00:00
612,Li1UnLBl/S5LwYApey+YpB5yN0Q=,2022-04-09 00:00:00+00:00,0.0,12,0,,0,0,36,0,,urn:li:organization:11841037,2022-08-08 10:42:25.039000+00:00
613,ICZTEHhMgXFFnofyg/2FXK+KPv8=,2021-12-20 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:16.733000+00:00
614,JS4ytv86kic12u3OJf1aMg/1PW4=,2022-01-19 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:16.956000+00:00
615,HuT3xP1hT5lBvCtuC8Mq4s0wguE=,2021-12-11 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:30.395000+00:00
616,62/APWdTmQMovsP2vKmQhz/v2OY=,2022-01-29 00:00:00+00:00,0.0,5,0,,0,0,15,0,,urn:li:organization:11841037,2022-08-08 10:42:24.040000+00:00
617,i+F/ENHvOiE9YAmHfSc7TpeT8vc=,2022-04-13 00:00:00+00:00,0.0,5,0,,0,0,5,0,,urn:li:organization:78306774,2022-08-08 10:42:31.431000+00:00
618,FMu53wegO2K9k8yi16w6Dd5GJN4=,2022-01-11 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:42.170000+00:00
619,ph2rPKeFKW8xG87CS/Rb+QRrVWk=,2021-11-14 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:16.529000+00:00
