,_fivetran_id,day,engagement,unique_impressions_count,share_count,share_mentions_count,click_count,like_count,impression_count,comment_count,comment_mentions_count,organization_entity,_fivetran_synced
27,FssPb1gegFWGe4Tr2IaI2F2s/Ik=,2022-04-08 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:78306774,2022-08-08 10:42:31.428000+00:00
28,PxGojrrQxNyHnYeSFb5cUBdRuM0=,2021-10-30 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:16.347000+00:00
29,9fV3nJdKMrLXP48QgvI6MdARgIk=,2022-01-04 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:16.743000+00:00
30,9fIYuF+k4dwQZm+RBKmPyt7ySnw=,2022-04-21 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:36.888000+00:00
31,E4+w4aNWTYrU+2dZp4iOgRr2ggM=,2022-05-30 00:00:00+00:00,0.0,2,0,,0,0,2,0,,urn:li:organization:69569872,2022-08-08 10:42:12.078000+00:00
32,DIcJZUq1GY1eDSHWZC8tx9x1wCE=,2022-07-06 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organizationBrand:69569872,2022-08-08 10:42:43.620000+00:00
33,7QNlOnuBKxh76Ofo+FvCc6aM7DQ=,2022-07-06 00:00:00+00:00,0.04,29,0,,1,2,75,0,,urn:li:organization:11841037,2022-08-08 10:42:25.749000+00:00
34,9KcHhErgskHVDlY+Rs7+6C7WCeY=,2021-12-24 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:36.060000+00:00
35,TE0ARymFfHBzmp28vLSuZm4DRRo=,2022-01-06 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:16.947000+00:00
36,8E1oE6FsZZyO6Y0Ueed5uHZq2gM=,2022-06-05 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:12.282000+00:00
37,hadfov+X/zgexb8dz/Qn1iorilo=,2021-12-21 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:36.058000+00:00
38,6bMgkAEBRGNOlndbOvf3e6fZmOw=,2022-01-25 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:69569872,2022-08-08 10:42:11.168000+00:00
39,3v+V05FDG8InqL0gfkVyasE7KOk=,2021-09-16 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:86734408,2022-08-08 10:42:16.128000+00:00
40,Pl4nzwH3o1qF+cVDxoVVb7LciMI=,2021-10-20 00:00:00+00:00,0.0,0,0,,0,0,0,0,,urn:li:organization:74996377,2022-08-08 10:42:35.596000+00:00
