,id,name,_fivetran_synced
0,1,Unpaid,2022-08-08 10:43:22.979000+00:00
1,2,Training,2022-08-08 10:43:22.979000+00:00
2,3,Entry,2022-08-08 10:43:22.979000+00:00
3,4,Senior,2022-08-08 10:43:22.979000+00:00
4,5,Manager,2022-08-08 10:43:22.979000+00:00
5,6,Director,2022-08-08 10:43:22.979000+00:00
6,7,VP,2022-08-08 10:43:22.979000+00:00
7,8,CXO,2022-08-08 10:43:22.979000+00:00
8,9,Partner,2022-08-08 10:43:22.979000+00:00
9,10,Owner,2022-08-08 10:43:22.979000+00:00
