,_fivetran_id,id,date,email_contacts,follower_count,get_directions_clicks,phone_call_clicks,profile_views,text_message_clicks,website_clicks,impressions,impressions_7_d,impressions_28_d,reach,reach_7_d,reach_28_d,_fivetran_synced
151,0La155FGL1gRkEGc1tp2T9mTjTQ=,17841413694138154,2022-04-27,0,,0,0,0,0,0,1,30,176,1,24,92,2022-08-08 10:43:24.424000+00:00
152,ziolyQhcStpoWknv82u9/5zHOjQ=,17841413694138154,2022-02-18,0,,0,0,0,0,0,0,38,74,0,28,47,2022-08-08 10:43:28.240000+00:00
153,rhEpVfnF0VHbwx0Rk+ygijQjIRE=,17841413694138154,2022-07-04,0,,0,0,0,0,0,0,101,106,0,1,5,2022-08-08 10:43:20.407000+00:00
154,rl9PiNQNX69s+71/p+JyQjhPVdg=,17841413694138154,2022-04-15,0,,0,0,0,0,0,0,78,193,0,40,112,2022-08-08 10:43:24.420000+00:00
155,0Oae7USXciPBZb+y633jH8AUBcw=,17841413694138154,2022-04-24,0,,0,0,0,0,0,0,2,194,0,2,113,2022-08-08 10:43:24.423000+00:00
156,lXIvqRmQn27KqqhVvLei4bCm0ZQ=,17841413694138154,2022-05-06,0,,0,0,4,0,1,6,26,170,2,19,73,2022-08-08 10:43:24.427000+00:00
157,YRxXXeNUxpZPb8P0/5ZAri5hEl4=,17841413694138154,2022-05-26,0,,0,0,0,0,0,0,6,238,0,5,84,2022-08-08 10:43:22.538000+00:00
158,Kiovq8372pYwYGDHxuxsm3TZKOY=,17841413694138154,2022-04-06,0,,0,0,1,0,0,1,63,116,1,53,90,2022-08-08 10:43:26.273000+00:00
159,1WjT8JIdCfNSG2B1s7e13LiXPuU=,17841413694138154,2022-04-05,0,,0,0,0,0,0,3,63,115,3,52,90,2022-08-08 10:43:26.273000+00:00
160,URJNETUGZh1IzxyZmViIlI1tMH4=,17841413694138154,2022-02-13,0,,0,0,0,0,0,0,3,37,0,2,28,2022-08-08 10:43:28.238000+00:00
161,T0jYGtuuv9QdIqEbx1oG5OauNZw=,17841413694138154,2022-03-13,0,,0,0,0,0,0,0,9,81,0,2,46,2022-08-08 10:43:26.267000+00:00
162,D1E978X2mY8GHMhlblKfg/8v2nk=,17841413694138154,2022-05-31,0,,0,0,0,0,0,0,8,192,0,3,72,2022-08-08 10:43:22.540000+00:00
163,hxdyevk+eEN+C8Cx6vHhoo7GSSk=,17841413694138154,2022-06-16,0,,0,0,0,0,0,0,1,15,0,1,9,2022-08-08 10:43:20.400000+00:00
164,IHgskN8BKVDW+r6lkYKc1pKBao4=,17841413694138154,2022-06-02,0,,0,0,0,0,0,0,7,192,0,2,72,2022-08-08 10:43:22.540000+00:00
165,sDiyuzaCVMjF0MAEjf+wvpnrqQo=,17841413694138154,2022-02-08,0,,0,0,0,0,0,0,1,40,0,1,30,2022-08-08 10:43:29.714000+00:00
166,uQgXne9+tG0MNCpcOtSJmhKbPyY=,17841413694138154,2022-03-08,0,,0,0,3,0,0,9,29,84,2,18,48,2022-08-08 10:43:28.245000+00:00
167,sXMg2M0UpogPIdwaGhlM1kXwRUs=,17841413694138154,2022-03-02,0,,0,0,0,0,0,10,15,66,10,12,40,2022-08-08 10:43:28.243000+00:00
168,AMSUh7c9nrYMfXLHgffY9Na8q5A=,17841413694138154,2022-05-04,0,,0,0,0,0,0,0,54,167,0,26,74,2022-08-08 10:43:24.427000+00:00
169,ZMIDBwd9AK7JvANIQkFQjsdU/hk=,17841413694138154,2022-03-28,0,,0,0,0,0,0,43,44,78,43,44,61,2022-08-08 10:43:26.271000+00:00
170,6qVsE7dqkihtRtzgofkMmIqS4+A=,17841413694138154,2022-06-29,0,,0,0,0,0,0,0,1,6,0,1,5,2022-08-08 10:43:20.405000+00:00
171,7vrAx6XWdgkyavzaJxhgyPin9D0=,17841413694138154,2022-02-16,0,,0,0,0,0,0,3,35,71,3,27,46,2022-08-08 10:43:28.240000+00:00
172,BBHkp2s9It2MVyRaI4gB32kDsAA=,17841413694138154,2022-05-25,0,,0,0,0,0,0,1,26,239,1,16,85,2022-08-08 10:43:22.538000+00:00
173,PH+xe8gCOBke31qVpns0qQwfRyc=,17841413694138154,2022-02-19,0,,0,0,0,0,0,0,38,71,0,28,45,2022-08-08 10:43:28.240000+00:00
174,XrKHBsiI5JygE/rxjcE70SypQnk=,17841413694138154,2022-02-09,0,,0,0,0,0,0,2,3,41,1,2,30,2022-08-08 10:43:28.236000+00:00
