,_fivetran_id,id,like_count,comment_count,video_photo_impressions,video_photo_reach,video_photo_saved,video_views,carousel_album_engagement,carousel_album_impressions,carousel_album_reach,carousel_album_saved,carousel_album_video_views,story_impressions,story_reach,reel_reach,reel_saved,video_photo_engagement,story_exits,story_replies,story_taps_back,story_taps_forward,reel_comments,reel_likes,reel_plays,reel_shares,reel_total_interactions,_fivetran_synced
65,V8EXKpyisBfRnoebjNd0cCKtZw4=,17923007266945175,2,0,37.0,37.0,0,,,,,,,,,,,2.0,,,,,,,,,,2022-08-08 10:43:04.464000+00:00
66,MUlOcVmtnxv4ePlvNeDlty38z2w=,18263562358041708,2,0,25.0,24.0,0,,,,,,,,,,,2.0,,,,,,,,,,2022-08-08 10:43:04.453000+00:00
67,/ZFJgD8CWvLXXSmVG6Umm0UtbgY=,17895345689068051,2,0,41.0,40.0,0,,,,,,,,,,,2.0,,,,,,,,,,2022-08-08 10:43:09.848000+00:00
68,qlBo7WaKfX+UrXaXpGPOukWXsQk=,18108910516001193,1,0,0.0,0.0,0,3.0,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:18.270000+00:00
69,wSUTxU/RjODix6VoFK0og21hArg=,18092233483066861,2,0,0.0,0.0,0,,,,,,,,,,,2.0,,,,,,,,,,2022-08-08 10:43:18.271000+00:00
70,q2+QMAQHpFBj6dSh2dOhhJ8DNqY=,18067809121145872,1,0,3.0,3.0,0,,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:18.282000+00:00
71,1lkCrNhc53tEFEAfPnu13Kq3quE=,17953362430594306,2,0,36.0,35.0,0,12.0,,,,,,,,,,2.0,,,,,,,,,,2022-08-08 10:43:04.482000+00:00
72,Ks+WaxOs0MSshMbvU0zLpwDyhHc=,17881205654152604,2,0,99.0,96.0,1,15.0,,,,,,,,,,3.0,,,,,,,,,,2022-08-08 10:43:09.828000+00:00
73,5qke/+OVy4EKD7fjLTCK/SoOrto=,17851925242588776,0,0,0.0,0.0,0,,,,,,,,,,,0.0,,,,,,,,,,2022-08-08 10:43:18.281000+00:00
74,g8mpHPu9ATbvi0VdkCOmVWIbJOM=,17864335286629174,3,0,35.0,34.0,0,,,,,,,,,,,3.0,,,,,,,,,,2022-08-08 10:43:04.479000+00:00
75,RS+CP0XJV0z22a4kZUVaKsQ6Ew8=,17848833397668084,1,0,0.0,0.0,0,,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:18.289000+00:00
76,zVjZ4e5/lNpvb9DgPTpscnekgs0=,17867008204665064,1,0,10.0,9.0,0,,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:13.501000+00:00
77,8fRXd/MC9gZJ9Xj9mujgkuZr31Q=,17862387818463588,2,0,99.0,98.0,0,15.0,,,,,,,,,,2.0,,,,,,,,,,2022-08-08 10:43:09.816000+00:00
78,Lf5Okv9aEKshmONZKrO5FO2qiVc=,17878314256727265,2,0,10.0,9.0,1,,,,,,,,,,,3.0,,,,,,,,,,2022-08-08 10:43:13.498000+00:00
79,yVC4D4hShRhPLkWs2M2lC95d0Gc=,17908459432442293,5,0,13.0,13.0,1,32.0,,,,,,,,,,6.0,,,,,,,,,,2022-08-08 10:43:13.519000+00:00
80,JfD+6ceEaS0LuqP5U92FLM16a8U=,18241653220025245,1,0,25.0,23.0,0,,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:04.463000+00:00
81,/rAKnU8ScDuThzynXhcbjNu/Cm4=,18095360425016620,2,0,1.0,1.0,0,,,,,,,,,,,2.0,,,,,,,,,,2022-08-08 10:43:18.292000+00:00
82,uZXAjdg2wdFHmLRyeO3lAGGOUls=,17996831854391881,1,0,111.0,105.0,0,,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:04.461000+00:00
83,gjAvKOK5w17jn0NqKlcEqB1qW8M=,17863259909452024,3,0,36.0,35.0,0,,,,,,,,,,,3.0,,,,,,,,,,2022-08-08 10:43:09.814000+00:00
84,A+IdLKkR3oE3uwYpU8OYa/h6Scg=,18013761517248478,2,0,3.0,3.0,0,5.0,,,,,,,,,,2.0,,,,,,,,,,2022-08-08 10:43:18.279000+00:00
85,Oc6E639gn7HSqBBAqO90B5zdp1I=,17908849585398624,1,0,0.0,0.0,0,0.0,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:13.495000+00:00
86,JWRck9zBOvAshiAGv2WzhFSFa1A=,18153115474114902,2,0,34.0,32.0,0,9.0,,,,,,,,,,2.0,,,,,,,,,,2022-08-08 10:43:09.831000+00:00
87,1HtRQ3jlK5ZOakc/6Xa3gf1jffI=,18083987722262732,3,0,50.0,48.0,0,12.0,,,,,,,,,,3.0,,,,,,,,,,2022-08-08 10:43:09.799000+00:00
88,z/BrJWcjtCFKnYGrlGctAeJi+K8=,18126534043016398,1,0,0.0,0.0,0,13.0,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:13.514000+00:00
89,OSvGJsXC2HB0yFUti3qBnJEg740=,17850058543838036,1,0,0.0,0.0,0,,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:13.517000+00:00
90,lQ3L7JydfO7wukY59bhbIcqST7Y=,18022753861259391,2,0,1.0,1.0,0,,,,,,,,,,,2.0,,,,,,,,,,2022-08-08 10:43:13.520000+00:00
91,i+Yj0eznO4IRkDInY9rGSlbgQV0=,17846417101813420,3,0,0.0,0.0,0,,,,,,,,,,,3.0,,,,,,,,,,2022-08-08 10:43:18.291000+00:00
92,p3vyt3fJ1XFdnl/v2vTl2OUxFMM=,17884801663602338,3,0,4.0,4.0,0,10.0,,,,,,,,,,3.0,,,,,,,,,,2022-08-08 10:43:13.506000+00:00
93,6n9MfbpCVAHzEL+97JC8wHfGMgg=,18051866884149038,0,0,0.0,0.0,0,,,,,,,,,,,0.0,,,,,,,,,,2022-08-08 10:43:18.284000+00:00
94,jTPoRmq3Jguuk6NjBAcs2x8HYbA=,17915360863660406,4,0,48.0,46.0,0,,,,,,,,,,,4.0,,,,,,,,,,2022-08-08 10:43:09.838000+00:00
95,SPozMGqLZVeOjKTB8dSjdjqnKFg=,17869357342647932,1,0,1.0,1.0,0,,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:13.499000+00:00
96,phwX3MGJtkTPpXN6G4ZNosXLj5I=,17921150474081097,1,0,32.0,31.0,0,,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:04.468000+00:00
97,HyZJEMzAOMN8iQVmU5KVIjbyzsw=,18067986007081755,3,1,0.0,0.0,0,,,,,,,,,,,4.0,,,,,,,,,,2022-08-08 10:43:18.273000+00:00
98,dQZOi1n9mIRB2Rs9G9zeP9yASMY=,18004707124271815,4,0,0.0,0.0,0,,,,,,,,,,,4.0,,,,,,,,,,2022-08-08 10:43:18.276000+00:00
99,aJKjxYlCuGK3K3Y9rVsdFXAXobw=,17984551771272455,0,0,2.0,2.0,0,,,,,,,,,,,0.0,,,,,,,,,,2022-08-08 10:43:18.274000+00:00
100,m56QWGLjhWS1yKanX4vcn3KpcwA=,17931537091311210,1,0,0.0,0.0,0,6.0,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:18.287000+00:00
101,WkUCQCXWplgzfojFS8Wj/KXsZ3E=,17981023144281155,1,0,0.0,0.0,1,,,,,,,,,,,2.0,,,,,,,,,,2022-08-08 10:43:18.289000+00:00
102,5nyfhSnYbEZyW0UIOcwSa5dLkcI=,17860197769852391,2,0,12.0,10.0,0,,,,,,,,,,,2.0,,,,,,,,,,2022-08-08 10:43:13.504000+00:00
103,S7CmnI2Us9Nrp5i6RQoOzGoLAUE=,17893301852332473,1,0,21.0,20.0,0,,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:04.452000+00:00
104,Ko6bNIgdOl6OH0BOI+nf5RIeLz8=,17919949201820095,1,0,20.0,19.0,0,,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:04.439000+00:00
105,slAjvwd8WJ1E86JQZKOu9YM9IKk=,18255452548009529,1,0,12.0,11.0,0,6.0,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:04.447000+00:00
106,VeRcdPjA8ygsgBXKLax/nmXWM6E=,18142163551092745,2,0,33.0,31.0,0,11.0,,,,,,,,,,2.0,,,,,,,,,,2022-08-08 10:43:09.805000+00:00
107,ZOmc1Vyq+E3263Q2tPCyNgFUNu4=,18256302220014073,1,0,14.0,14.0,0,5.0,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:04.436000+00:00
108,HeiZ4o+hhp5vunvScWKF0X3Y6L8=,18106677844021948,1,0,0.0,0.0,0,,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:18.287000+00:00
109,/83CGQVVRvURWRLJXtbcotwKtUk=,17910985795629877,1,0,26.0,26.0,0,,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:09.807000+00:00
110,zb2oUnhJMMqyu92GOhf+pvsDM0M=,18009803044253641,0,0,1.0,1.0,0,,,,,,,,,,,0.0,,,,,,,,,,2022-08-08 10:43:18.282000+00:00
111,r13pRXPs4nGuxlJPaZLtOCw7Trg=,18164414668170946,1,0,19.0,19.0,0,7.0,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:04.457000+00:00
112,p2RaC3FDQF4PRL/ZUK/7OhSP1k8=,17931807542213403,0,0,36.0,29.0,0,,,,,,,,,,,0.0,,,,,,,,,,2022-08-08 10:43:04.485000+00:00
113,c9Pfndevktvn5+L5DilIZbk0w0w=,17953307527462395,2,0,23.0,20.0,0,8.0,,,,,,,,,,2.0,,,,,,,,,,2022-08-08 10:43:04.435000+00:00
114,APloMNKxMUs+fa8zYXi4zb040TY=,17986906897295657,3,0,1.0,1.0,0,,,,,,,,,,,3.0,,,,,,,,,,2022-08-08 10:43:13.513000+00:00
115,dK+ND+o6mq4jt7az508iDCiBan0=,18052662871240584,0,0,0.0,0.0,0,5.0,,,,,,,,,,0.0,,,,,,,,,,2022-08-08 10:43:13.507000+00:00
116,xWMh+Jzv/NYHS7hLO5EbCp72E68=,17902683160506464,0,0,17.0,16.0,0,,,,,,,,,,,0.0,,,,,,,,,,2022-08-08 10:43:13.525000+00:00
117,fqDu+04aihNmIlrkKJJd315+yp0=,17873424733550665,1,0,0.0,0.0,0,,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:13.500000+00:00
118,ZxQyWDNaWGIG2oRjFQg0+/WZSiw=,17845578233182094,1,0,1.0,1.0,0,,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:13.502000+00:00
119,7cyxGzlLg7c2AIFKf3gfIalGbac=,17876646172645072,2,1,9.0,8.0,0,,,,,,,,,,,3.0,,,,,,,,,,2022-08-08 10:43:13.509000+00:00
120,fALCvYRgci/tSddZCLkRZH/+7+U=,17874294230113143,2,0,31.0,29.0,0,,,,,,,,,,,2.0,,,,,,,,,,2022-08-08 10:43:09.839000+00:00
121,0xacWBofJmEp36cZue7wlZQQ8Lc=,18243399679008829,2,0,33.0,30.0,0,,,,,,,,,,,2.0,,,,,,,,,,2022-08-08 10:43:04.480000+00:00
122,axWFs2ZG3ULnweJLfFoujurrudg=,17852841595671114,1,0,13.0,12.0,0,,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:18.288000+00:00
123,Ovlkd8Tw6aA6pCzRxu+W3uY7MCY=,17851827785246954,0,0,31.0,29.0,0,,,,,,,,,,,0.0,,,,,,,,,,2022-08-08 10:43:13.512000+00:00
124,ERSeaoTMewcQm2gsTxWxtOrxxq4=,17857135891526983,0,0,0.0,0.0,0,,,,,,,,,,,0.0,,,,,,,,,,2022-08-08 10:43:18.268000+00:00
125,+INc0DZH4f584CkuNUVf6EkPzQc=,18108100552225646,2,0,22.0,21.0,0,8.0,,,,,,,,,,2.0,,,,,,,,,,2022-08-08 10:43:09.842000+00:00
126,gVSijzMR+6xQFFVrsihKVmNsylU=,18096182014039664,1,0,0.0,0.0,0,4.0,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:18.288000+00:00
127,PnpZi6O4t/cSqIS0bIQqlnQ+1QU=,17864797478106136,2,0,,,0,0.0,2.0,92.0,81.0,0.0,0.0,,,,,,,,,,,,,,,2022-08-08 10:43:09.849000+00:00
128,+SrNZvHC8Tzuq72K4iTvuorFo8Y=,17850366649875300,2,0,,,0,0.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,2022-08-08 10:43:13.513000+00:00
129,RvBGopWHY9F8ITxEvj5mPk+VDD8=,18048036256243905,5,0,8.0,8.0,0,,,,,,,,,,,5.0,,,,,,,,,,2022-08-08 10:43:13.522000+00:00
130,o5NgRsTM/osErLUdQsbK5m6lTfg=,17892403954999353,3,0,,,0,0.0,3.0,18.0,16.0,0.0,0.0,,,,,,,,,,,,,,,2022-08-08 10:43:09.837000+00:00
131,5RSRwY6NyN5kVWR6iPKDjGRx834=,17885553059010611,2,0,33.0,32.0,0,,,,,,,,,,,2.0,,,,,,,,,,2022-08-08 10:43:09.841000+00:00
132,a6nxDVp+eCONyP5FWDGBFw5KQp8=,17913248635385017,1,0,0.0,0.0,0,,,,,,,,,,,1.0,,,,,,,,,,2022-08-08 10:43:13.503000+00:00
